D_Name;D_SMILES;D_HOMO;D_LUMO;D_lamda_max;Solvent;A_Name;A_HOMO;A_LUMO;A_lamda_max;VOC (V);JSC (mA/cm²);FF (%);PCE (%);Ratio;REFERENCE;Conversion_Status
ZR2-C1;CCCCCCCCc1cc(-c2cc3sc4c(-c5ccc(CC(CCCC)CCCCCC)s5)c5c(sc6cc(-c7cc(CCCCCCCC)c(-c8ccc(/C=C9\SC(=S)N(CCCCCC)C9=O)s8)s7)sc65)c(-c5ccc(CC(CCCC)CCCCCC)s5)c4c3s2)sc1-c1ccc(/C=C2\SC(=S)N(CCCCCC)C2=O)s1;-5,36;-3,55;566;CF;Y6;-5,7;-4,08;833;0,852;21,35;65,12;11,79;1:0.55;[1111];✅ OK
ZR2-C1;CCCCCCCCc1cc(-c2cc3sc4c(-c5ccc(CC(CCCC)CCCCCC)s5)c5c(sc6cc(-c7cc(CCCCCCCC)c(-c8ccc(/C=C9\SC(=S)N(CCCCCC)C9=O)s8)s7)sc65)c(-c5ccc(CC(CCCC)CCCCCC)s5)c4c3s2)sc1-c1ccc(/C=C2\SC(=S)N(CCCCCC)C2=O)s1;-5,36;-3,55;566;CF;IDIC-4F;-5,66;-4,14;803;0,796;18,15;64,16;9,27;1:0.6;[1111];✅ OK
ZR2-C2;CCCCCCCCc1cc(-c2cc3sc4c(-c5ccc(CCC(CCCC)CCCCCC)s5)c5c(sc6cc(-c7cc(CCCCCCCC)c(-c8ccc(/C=C9\SC(=S)N(CCCCCC)C9=O)s8)s7)sc65)c(-c5ccc(CCC(CCCC)CCCCCC)s5)c4c3s2)sc1-c1ccc(/C=C2\SC(=S)N(CCCCCC)C2=O)s1;-5,35;-3,5;622;CF;Y6;-5,7;-4,08;833;0,852;23,03;65,43;12,84;1:0.55;[1111];✅ OK
ZR2-C2;CCCCCCCCc1cc(-c2cc3sc4c(-c5ccc(CCC(CCCC)CCCCCC)s5)c5c(sc6cc(-c7cc(CCCCCCCC)c(-c8ccc(/C=C9\SC(=S)N(CCCCCC)C9=O)s8)s7)sc65)c(-c5ccc(CCC(CCCC)CCCCCC)s5)c4c3s2)sc1-c1ccc(/C=C2\SC(=S)N(CCCCCC)C2=O)s1;-5,35;-3,5;622;CF;IDIC-4F;-5,66;-4,14;803;0,783;18,27;69,29;9,91;1:0.6;[1111];✅ OK
ZR2-C3;CCCCCCCCc1cc(-c2cc3sc4c(-c5ccc(CCCC(CCCC)CCCCCC)s5)c5c(sc6cc(-c7cc(CCCCCCCC)c(-c8ccc(/C=C9\SC(=S)N(CCCCCC)C9=O)s8)s7)sc65)c(-c5ccc(CCCC(CCCC)CCCCCC)s5)c4c3s2)sc1-c1ccc(/C=C2\SC(=S)N(CCCCCC)C2=O)s1;-5,34;-3,5;625;CF;Y6;-5,7;-4,08;833;0,854;24,69;70,06;14,78;1:0.55;[1111];✅ OK
ZR2-C3;CCCCCCCCc1cc(-c2cc3sc4c(-c5ccc(CCCC(CCCC)CCCCCC)s5)c5c(sc6cc(-c7cc(CCCCCCCC)c(-c8ccc(/C=C9\SC(=S)N(CCCCCC)C9=O)s8)s7)sc65)c(-c5ccc(CCCC(CCCC)CCCCCC)s5)c4c3s2)sc1-c1ccc(/C=C2\SC(=S)N(CCCCCC)C2=O)s1;-5,34;-3,5;625;CF;IDIC-4F;-5,66;-4,14;803;0,776;18,95;70,41;10,35;1:0.6;[1111];✅ OK
DR3TBDTT;CCCCCCCCc1cc(/C=C2/SC(=S)N(CC)C2=O)sc1-c1ccc(-c2sc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(-c6cc(CCCCCCCC)c(-c7ccc(-c8sc(/C=C9/SC(=S)N(CC)C9=O)cc8CCCCCCCC)s7)s6)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)cc2CCCCCCCC)s1;-5,17;-3,34;650;CF;Y6;-5,7;-4,08;833;0,78;23,64;66,06;12,18;1,8:1;[1111];✅ OK
H11;CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(/C=C(\C#N)C(=O)OCC(CC)CCCC)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(-c7ccc(-c8c(F)c(F)c(-c9ccc(/C=C(\C#N)C(=O)OCC(CC)CCCC)s9)c9nn(CC(CCCCCC)CCCCCCCC)nc89)s7)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c2n1;-5,31;-3,03;605;CF;IDIC;-5,65;-3,97;710;0,977;15,21;65,46;9,73;02:01;[1111];✅ OK
H12;CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(/C=C(\C#N)C(=O)OCC(CC)CCCC)s3)c(F)c(F)c(-c3ccc(-c4cc5c(OCC(CC)CCCC)c6sc(-c7ccc(-c8c(F)c(F)c(-c9ccc(/C=C(\C#N)C(=O)OCC(CC)CCCC)s9)c9nn(CC(CCCCCC)CCCCCCCC)nc89)s7)cc6c(OCC(CC)CCCC)c5s4)s3)c2n1;-5,28;-3,01;605;CF;IDIC;-5,65;-3,97;710;0,955;10,51;54,89;5,51;02:01;[1111];✅ OK
H13;CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(/C=C(\C#N)C(=O)OCC(CC)CCCC)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)s6)c6sc(-c7ccc(-c8c(F)c(F)c(-c9ccc(/C=C(\C#N)C(=O)OCC(CC)CCCC)s9)c9nn(CC(CCCCCC)CCCCCCCC)nc89)s7)cc6c(-c6cc(F)c(CC(CC)CCCC)s6)c5s4)s3)c2n1;-5,43;-3,39;605;CF;IDIC-4F;-5,66;-4,14;803;0,939;17,3;63,2;10,3;02:01;[1111];✅ OK
H14;CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(/C=C(\C#N)C(=O)OCC(CC)CCCC)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(Cl)c(CC(CC)CCCC)s6)c6sc(-c7ccc(-c8c(F)c(F)c(-c9ccc(/C=C(\C#N)C(=O)OCC(CC)CCCC)s9)c9nn(CC(CCCCCC)CCCCCCCC)nc89)s7)cc6c(-c6cc(Cl)c(CC(CC)CCCC)s6)c5s4)s3)c2n1;-5,46;-3,47;605;CF;IDIC-4F;-5,66;-4,14;803;0,943;18,3;70,2;12,1;02:01;[1111];✅ OK
BDT(TVT-SR)2;CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(/C=C(\C#N)C(=O)OCC(CC)CCCC)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(/C=C/c7ccc(SCC(CC)CCCC)s7)s6)c6sc(-c7ccc(-c8c(F)c(F)c(-c9ccc(/C=C(\C#N)C(=O)OCC(CC)CCCC)s9)c9nn(CC(CCCCCC)CCCCCCCC)nc89)s7)cc6c(-c6ccc(/C=C/c7ccc(SCC(CC)CCCC)s7)s6)c5s4)s3)c2n1;-5,33;-3,18;603;CF;IDIC;-5,65;-3,97;710;0,98;15,92;71,15;11,1;02:01;[1111];✅ OK
SM-BT-2OR;CCCCCCCCOc1cc(-c2ccc(-c3ccc(/C=C(\C#N)C(=O)OCC(CC)CCCC)s3)c3nsnc23)sc1-c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc(-c5ccc(-c6ccc(/C=C(\C#N)C(=O)OCC(CC)CCCC)s6)c6nsnc56)cc4OCCCCCCCC)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1;-5,34;-2,12;584;CF;IDIC;-5,65;-3,97;710;0,939;13,57;56,5;7,2;02:01;[1111];✅ OK
SM-BT-2F;CCCCCCCCOc1cc(-c2c(F)c(F)c(-c3ccc(/C=C(\C#N)C(=O)OCC(CC)CCCC)s3)c3nsnc23)sc1-c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc(-c5c(F)c(F)c(-c6ccc(/C=C(\C#N)C(=O)OCC(CC)CCCC)s6)c6nsnc56)cc4OCCCCCCCC)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1;-5,36;-2,26;606;CF;IDIC;-5,65;-3,97;710;0,987;5,36;30,2;1,6;02:01;[1111];✅ OK
BDT3TR;CCCCCCCCc1cc(/C=C2/SC(=O)N(CC)C2=O)sc1-c1cc(CCCCCCCC)c(-c2sc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(-c6cc7c(-c8ccc(CC(CC)CCCC)s8)c8sc(-c9cc%10c(-c%11ccc(CC(CC)CCCC)s%11)c%11sc(-c%12cc(CCCCCCCC)c(-c%13sc(-c%14sc(/C=C%15/SC(=O)N(CC)C%15=O)cc%14CCCCCCCC)cc%13CCCCCCCC)s%12)cc%11c(-c%11ccc(CC(CC)CCCC)s%11)c%10s9)cc8c(-c8ccc(CC(CC)CCCC)s8)c7s6)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)cc2CCCCCCCC)s1;-5,1;-3,28;572;CF;O-IDTBR;-5,51;-3,88;731;1,06;12,1;55;7,09;01:01;[Pilar];✅ OK
DRC4TB;CCCCCCCCc1cc(-c2cc3c(-c4cccs4)c4sc(-c5cc(CCCCCCCC)c(-c6cc(OC(CC)CCCC)c(-c7ccc(/C=C8/SC(=S)N(CCCC)C8=O)s7)cc6OC(CC)CCCC)s5)cc4c(-c4cccs4)c3s2)sc1-c1cc(OC(CC)CCCC)c(-c2ccc(/C=C3/SC(=S)N(CCCC)C3=O)s2)cc1OC(CC)CCCC;-5,25;-3,21;606;CF;Hf-PCIC;-5,41;-3,84;780;0,9;15,21;65,5;8,68;1,5:1;[Pilar];✅ OK
SM;CCCCCCCCc1cc(/C=C(\C#N)C(=O)OCC)sc1-c1ccc(-c2sc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(-c6cc(CCCCCCCC)c(-c7ccc(-c8sc(/C=C(\C#N)C(=O)OCC)cc8CCCCCCCC)s7)s6)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)cc2CCCCCCCC)s1;-5,25;-3,33;616;CF;IDIC;-5,65;-3,97;710;0,911;15,51;67,85;9,39;02:01;[Pilar];✅ OK
SM-Cl;CCCCCCCCc1cc(/C=C(\C#N)C(=O)OCC)sc1-c1ccc(-c2sc(-c3cc4c(-c5sc(CC(CC)CCCC)cc5Cl)c5sc(-c6cc(CCCCCCCC)c(-c7ccc(-c8sc(/C=C(\C#N)C(=O)OCC)cc8CCCCCCCC)s7)s6)cc5c(-c5sc(CC(CC)CCCC)cc5Cl)c4s3)cc2CCCCCCCC)s1;-5,42;-3,34;601;CF;IDIC;-5,65;-3,97;710;0,972;12,61;63,08;7,73;02:01;[Pilar];✅ OK
DFDT(DDP)2;CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(-c6ccc(C7=C8C(=O)N(CC(CC)CCCC)C(c9cccs9)=C8C(=O)N7CC(CC)CCCC)s6)s5)s4)s3)N(CC(CC)CCCC)C(=O)C2=C1c1cccs1;-5,39;-3,51;616;CF;IDIC;-5,65;-3,97;710;0,99;14,79;47,9;7,01;01:01;[Pilar];✅ OK
DFDT(DDP)2;CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(-c6ccc(C7=C8C(=O)N(CC(CC)CCCC)C(c9cccs9)=C8C(=O)N7CC(CC)CCCC)s6)s5)s4)s3)N(CC(CC)CCCC)C(=O)C2=C1c1cccs1;-5,39;-3,51;616;CF;IDIC-4F;-5,66;-4,14;803;0,86;16,83;65,2;9,43;01:01;[Pilar];✅ OK
D5T2F-P;CCCCCCCCc1cc(/C=c2\sc(=C(C#N)C#N)n(CC)c2=O)sc1-c1cc(CCCCCCCC)c(-c2sc(-c3sc(-c4sc(/C=c5\sc(=C(C#N)C#N)n(CC)c5=O)cc4CCCCCCCC)cc3CCCCCCCC)c(F)c2F)s1;-5,34;-3,59;708;CF;IDIC-4F;-5,66;-4,14;803;0,86;16,85;63;9,36;1,5:1;[Pilar];✅ OK
D5T2F-S;CCCCCCCCc1cc(/C=c2\sc(=C(C#N)C#N)n(CC)c2=O)sc1-c1sc(-c2ccc(-c3sc(-c4sc(/C=c5\sc(=C(C#N)C#N)n(CC)c5=O)cc4CCCCCCCC)c(F)c3CCCCCCCC)s2)c(CCCCCCCC)c1F;-5,29;-3,45;600;CF;IDIC-4F;-5,66;-4,14;803;0,72;15,38;56;6,43;1,5:1;[Pilar];✅ OK
D5T2F-T;CCCCCCCCc1cc(-c2sc(/C=c3\sc(=C(C#N)C#N)n(CC)c3=O)c(F)c2CCCCCCCC)sc1-c1ccc(-c2sc(-c3sc(/C=c4\sc(=C(C#N)C#N)n(CC)c4=O)c(F)c3CCCCCCCC)cc2CCCCCCCC)s1;-5,24;-3,49;660;CF;IDIC-4F;-5,66;-4,14;803;0,84;10,73;54,1;5,29;1,5:1;[Pilar];✅ OK
BDT-2T-DVC-Me;CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(C(C)=C(C#N)C#N)s5)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(-c4ccc(-c5ccc(C(C)=C(C#N)C#N)s5)s4)sc23)s1;-5,56;-3,35;600;CF;IDIC;-5,65;-3,97;710;1,06;4,75;29,31;1,56;01:01;[Pilar];✅ OK
BDT-2T-CNAB;CCCCOC(=O)/C(C#N)=C/c1ccc(-c2ccc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(-c6ccc(-c7ccc(/C=C(\C#N)C(=O)OCCCC)s7)s6)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)s2)s1;-5,54;-3,31;600;CF;IDIC;-5,65;-3,97;710;1,04;10,1;58,84;6,17;01:01;[Pilar];✅ OK
2FDC5T;CCCCCCCCc1cc(/C=c2\sc(=C(C#N)C#N)n(CC)c2=O)sc1-c1sc(-c2sc(-c3sc(-c4sc(/C=c5\sc(=C(C#N)C#N)n(CC)c5=O)cc4CCCCCCCC)c(CCCCCCCC)c3CCCCCCCC)c(F)c2F)c(CCCCCCCC)c1CCCCCCCC;-5,18;-3,45;575;CF;IDIC-4F;-5,66;-4,14;803;0,92;17,53;54,87;9,02;01:01;[Pilar];✅ OK
DC5T;CCCCCCCCc1cc(/C=c2\sc(=C(C#N)C#N)n(CC)c2=O)sc1-c1sc(-c2ccc(-c3sc(-c4sc(/C=c5\sc(=C(C#N)C#N)n(CC)c5=O)cc4CCCCCCCC)c(CCCCCCCC)c3CCCCCCCC)s2)c(CCCCCCCC)c1CCCCCCCC;-5,34;-3,57;590;CF;IDIC-4F;-5,66;-4,14;803;0,86;12,34;66,25;7,03;01:01;[Pilar];✅ OK
CBTSeEHR;CCCCCCCCc1cc(/C=C2/SC(=S)N(CC(CC)CCCC)C2=O)sc1-c1ccc(-c2sc(-c3cc4c(-c5cc(Cl)c(CC(CC)CCCC)s5)c5sc(-c6cc(CCCCCCCC)c(-c7ccc(-c8sc(/C=C9/SC(=S)N(CC(CC)CCCC)C9=O)cc8CCCCCCCC)[se]7)s6)cc5c(-c5cc(Cl)c(CC(CC)CCCC)s5)c4s3)cc2CCCCCCCC)[se]1;-5,45;-3,61;630;CF;FO-2Cl;-5,41;-3,83;765;0,871;15,28;69,8;9,3;01:01,2;[Pilar];✅ OK
C-F;CCCCCCCCc1cc(-c2cc3c(-c4ccc(CC(CC)CCCC)cc4)c4sc(-c5cc(CCCCCCCC)c(-c6cc(CCCCCC)c(/C=C7/SC(=S)N(CCCCCC)C7=O)s6)s5)cc4c(-c4ccc(CC(CC)CCCC)cc4)c3s2)sc1-c1cc(CCCCCC)c(/C=C2/SC(=S)N(CCCCCC)C2=O)s1;-5,29;-3,53;559;CF;N3;-5,64;-4,08;751;0,79;20,51;47,52;7,76;1.6:1;[Pilar];✅ OK
BBTSM-2;CCCCCCCCC(CCCCCC)Cc1ccc(-c2c3nc(-c4cc(CCCCCC)c(-c5ccc(-c6sc(/C=C(/C#N)C(=O)OCC(CC)CCCC)cc6CCCCCC)s5)s4)sc3c(-c3ccc(CC(CCCCCC)CCCCCCCC)s3)c3nc(-c4cc(CCCCCC)c(-c5ccc(-c6sc(/C=C(/C#N)C(=O)OCC(CC)CCCC)cc6CCCCCC)s5)s4)sc23)s1;-5,5;-3,47;611;CF;Y6;-5,7;-4,08;833;0,78;16,7;43,7;5,7;1,2:1;[Pilar];✅ OK
3DTBDT-Cl;CCCCCCCCC(CCCCCC)Cc1ccc(-c2c3sc4cc(-c5cc6sc7c(-c8cc(Cl)c(CC(CCCCCC)CCCCCCCC)s8)c8c(sc9cc(-c%10cc%11sc%12c(-c%13ccc(CC(CCCCCC)CCCCCCCC)s%13)c%13c(sc%14cc(/C=C%15/SC(=S)N(CCCCCC)C%15=O)sc%14%13)c(-c%13ccc(CC(CCCCCC)CCCCCCCC)s%13)c%12c%11s%10)sc98)c(-c8cc(Cl)c(CC(CCCCCC)CCCCCCCC)s8)c7c6s5)sc4c3c(-c3ccc(CC(CCCCCC)CCCCCCCC)s3)c3sc4cc(/C=C5/SC(=S)N(CCCCCC)C5=O)sc4c23)s1;-5,48;-3,55;596;CF;L8-BO;-5,69;-3,91;800;0,92;18,8;62,62;10,83;01:01;[Pilar];✅ OK
ZW2;CCCCCCCCc1nc(-c2cc3c(-c4cc(F)c(CC(CC)CCCC)s4)c4sc(-c5nc(CCCCCCCC)c(-c6sc(-c7ccc(/C=C8/SC(=S)N(CC(CC)CCCC)C8=O)s7)cc6CCCCCC)s5)nc4c(-c4cc(F)c(CC(CC)CCCC)s4)c3s2)sc1-c1nc(CCCCCC)c(-c2ccc(/C=C3/SC(=S)N(CC(CC)CCCC)C3=O)s2)s1;-5,59;-3,56;550;CF;6TIC;-5,39;-4,02;790;0,813;14,32;45,7;5,32;01:01;[ZW2];✅ OK
DRTB-O;CCCCC(CC)COc1c2cc(-c3cc4c(OCC(CC)CCCC)c5sc(-c6cc7c(OCC(CC)CCCC)c8sc(/C=C9/SC(=O)N(CC)C9=O)cc8c(OCC(CC)CCCC)c7s6)cc5c(OCC(CC)CCCC)c4s3)sc2c(OCC(CC)CCCC)c2cc(/C=C3/SC(=O)N(CC)C3=O)sc12;-5,5;-3,56;572;CF;IDIC;-5,65;-3,97;710;0,99;0,57;27;0,15;"1:1;25";[jule];✅ OK
BSFTR;CCCCCCc1cc(-c2cc3c(-c4cc(F)c(SC(CC)CCCC)s4)c4sc(-c5cc(CCCCCC)c(-c6cc(CCCCCC)c(-c7ccc(/C=C8/SC(=S)N(C(CC)CCCC)C8=O)s7)s6)s5)cc4c(-c4cc(F)c(SC(CC)CCCC)s4)c3s2)sc1-c1cc(CCCCCC)c(-c2ccc(/C=C3/SC(=S)N(C(CC)CCCC)C3=O)s2)s1;-5,59;-3,61;568;CF;IDIC;-5,65;-3,97;710;0,98;9,3;70,88;6,43;1:0.8;[jule];✅ OK
SM-BT-2F;CCCCCCCCOc1cc(-c2c(F)c(F)c(-c3ccc(/C=C(\C#N)C(=O)OCC(CC)CCCC)s3)c3nsnc23)sc1-c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc(-c5c(F)c(F)c(-c6ccc(/C=C(\C#N)C(=O)OCC(CC)CCCC)s6)c6nsnc56)cc4OCCCCCCCC)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1;-5,36;-3,26;606;CF;IDIC;-5,65;-3,97;710;0,98;6,74;41,7;2,76;02:01;[jule];✅ OK
SBDT-BDD;CCCCC(CC)Sc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(/C=C7/SC(=S)N(CC)C7=O)s6)c6c5C(=O)c5c(C(CC)CCCC)sc(C(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(SC(CC)CCCC)s3)c3cc(-c4ccc(-c5sc(-c6ccc(/C=C7/SC(=S)N(CC)C7=O)s6)c6c5C(=O)c5c(C(CC)CCCC)sc(C(CC)CCCC)c5C6=O)s4)sc23)s1;-5,25;-3,55;521;CF;IDIC;-5,65;-3,97;710;0,98;15,15;62,4;9,2;01:01;[SBDT];✅ OK
BTR-Cl;CCCCCCc1cc(-c2cc3c(-c4cc(Cl)c(CC(CC)CCCC)s4)c4sc(-c5cc(CCCCCC)c(-c6cc(CCCCCC)c(-c7ccc(/C=C8\SC(=S)N(CCCCCC)C8=O)s7)s6)s5)cc4c(-c4cc(Cl)c(CC(CC)CCCC)s4)c3s2)sc1-c1cc(CCCCCC)c(-c2ccc(/C=C3\SC(=S)N(CCCCCC)C3=O)s2)s1;-5,3;-2,79;580;CF;L8-Bo;-5,69;-3,91;800;0,86;22,91;73;15;1,4:1;[TB];✅ OK
TB;CCCCCCc1cc(-c2cc3c(-c4cc(Cl)c(CC(CC)CCCC)s4)c4sc(-c5cc(CCCCCC)c(-c6cc(CCCCCC)c(-c7ccc(/C=C8\SC(=S)N(CCCCCC)C8=O)s7)s6)s5)cc4c(-c4ccc(SC(CC)CCCC)cc4)c3s2)sc1-c1cc(CCCCCC)c(-c2ccc(/C=C3\SC(=S)N(CCCCCC)C3=O)s2)s1;-5,28;-2,76;580;CF;L8-Bo;-5,69;-3,91;800;0,86;24,67;74,2;15,8;1,4:1;[TB];✅ OK
TB-F;CCCCCCc1cc(-c2cc3c(-c4cc(Cl)c(CC(CC)CCCC)s4)c4sc(-c5cc(CCCCCC)c(-c6cc(CCCCCC)c(-c7ccc(/C=C8\SC(=S)N(CCCCCC)C8=O)s7)s6)s5)cc4c(-c4ccc(SC(CC)CCCC)c(F)c4)c3s2)sc1-c1cc(CCCCCC)c(-c2ccc(/C=C3\SC(=S)N(CCCCCC)C3=O)s2)s1;-5,31;-2,8;580;CF;L8-Bo;-5,69;-3,91;800;0,87;25,41;76,7;17;1,4:2;[TB];✅ OK
H21;CCCCCCCCc1cc(/C=C2/SC(=O)N(CC)C2=O)sc1-c1ccc(-c2sc(-c3cc4c(-c5ccc([Si](CCC)(CCC)CCC)s5)c5sc(-c6cc(CCCCCCCC)c(-c7ccc(-c8sc(/C=C9/SC(=O)N(CC)C9=O)cc8CCCCCCCC)s7)s6)cc5c(-c5ccc([Si](CCC)(CCC)CCC)s5)c4s3)cc2CCCCCCCC)s1;-5,38;-3,63;685;CF;IDIC;-5,65;-3,97;710;0,895;13;65,58;7,62;1,5:1;[H21];✅ OK
H22;CCCCCCCCc1cc(/C=C(\C#N)C(=O)OCC(CC)CCCC)sc1-c1ccc(-c2sc(-c3cc4c(-c5ccc([Si](CCC)(CCC)CCC)s5)c5sc(-c6cc(CCCCCCCC)c(-c7ccc(-c8sc(/C=C(\C#N)C(=O)OCC(CC)CCCC)cc8CCCCCCCC)s7)s6)cc5c(-c5ccc([Si](CCC)(CCC)CCC)s5)c4s3)cc2CCCCCCCC)s1;-5,39;-3,59;655;CF;IDIC;-5,65;-3,97;710;0,942;15,38;71,15;10,29;1,5:1;[H21];✅ OK
BDT-2DPP;CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7cccs7)=C6C(=O)N5CC(CC)CCCC)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7cccs7)=C6C(=O)N5CC(CC)CCCC)s4)sc23)s1;-5,23;-3,46;626;CF;IEIC;-5,42;-3,82;775;0,9;8,24;54;4;01:01;[IEIC];✅ OK
BDTS-2DPP;CCCCCCCCSc1ccc(-c2c3cc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7cccs7)=C6C(=O)N5CC(CC)CCCC)s4)sc3c(-c3ccc(SCCCCCCCC)s3)c3cc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7cccs7)=C6C(=O)N5CC(CC)CCCC)s4)sc23)s1;-5,28;-3,49;624;CF;IEIC;-5,42;-3,82;775;0,93;9,8;58;5,29;01:01;[IEIC];✅ OK
SM1;CCCCCCCCc1cc(/C=C(\C#N)C(=O)OC(CC)CCCC)sc1-c1ccc(-c2sc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(-c6cc(CCCCCCCC)c(-c7ccc(-c8sc(/C=C(\C#N)C(=O)OC(CC)CCCC)cc8CCCCCCCC)s7)s6)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)cc2CCCCCCCC)s1;-5,24;-2,82;566;CF;IDIC;-5,65;-3,97;710;0,905;15,18;73,55;10,11;02:01;[SM1-SM2];✅ OK
SM2;CCCCCCCCc1cc(/C=C(\C#N)C(=O)OCC)sc1-c1ccc(-c2sc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(-c6cc(CCCCCCCC)c(-c7ccc(-c8sc(/C=C(\C#N)C(=O)OCC)cc8CCCCCCCC)s7)s6)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)cc2CCCCCCCC)s1;-5,04;-2,7;521;CF;IDIC;-5,65;-3,97;710;0,768;10,77;64,4;5,32;02:01;[SM1-SM2];✅ OK
BTR-Cl;CCCCCCc1cc(-c2cc3c(-c4cc(Cl)c(CC(CC)CCCC)s4)c4sc(-c5cc(CCCCCC)c(-c6cc(CCCCCC)c(-c7ccc(/C=C8\SC(=S)N(CCCCCC)C8=O)s7)s6)s5)cc4c(-c4cc(Cl)c(CC(CC)CCCC)s4)c3s2)sc1-c1cc(CCCCCC)c(-c2ccc(/C=C3\SC(=S)N(CCCCCC)C3=O)s2)s1;-5,26;-3,51;573;CF;L8-BO;-5,69;-3,91;800;0,86;22,44;70,3;13,6;1,2/1;[BTR-YF];✅ OK
BTR-YF;CCCCCCCCC(CCCCCC)Cc1sc(-c2c3cc(-c4cc(CCCCCC)c(-c5cc(CCCCCC)c(-c6ccc(/C=C7\SC(=S)N(CCCCCC)C7=O)s6)s5)s4)sc3c(-c3ccc(F)cc3)c3cc(-c4cc(CCCCCC)c(-c5cc(CCCCCC)c(-c6ccc(/C=C7\SC(=S)N(CCCCCC)C7=O)s6)s5)s4)sc23)cc1Cl;-5,34;-3,52;568;CF;L8-BO;-5,69;-3,91;800;0,87;24,35;71,4;15,1;1,2/2;[BTR-YF];✅ OK
