D_Name,D_SMILES,D_HOMO,D_LUMO,D_lamda_max,A_Name,A_HOMO,A_LUMO,A_lamda_max,VOC (V),JSC (mA/cm²),FF (%),PCE (%),Ratio,D_gap,A_gap,delta_HOMO,delta_LUMO,Conversion_Status
H13,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(/C=C(\C#N)C(=O)OCC(CC)CCCC)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)s6)c6sc(-c7ccc(-c8c(F)c(F)c(-c9ccc(/C=C(\C#N)C(=O)OCC(CC)CCCC)s9)c9nn(CC(CCCCCC)CCCCCCCC)nc89)s7)cc6c(-c6cc(F)c(CC(CC)CCCC)s6)c5s4)s3)c2n1,5.43,-3.39,605.0,IDIC-4F,5.66,-4.14,803.0,0.939,17.3,63.2,10.3,2.0,2.04,1.5200000000000005,0.2300000000000004,0.7499999999999996,✅ OK
H14,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(/C=C(\C#N)C(=O)OCC(CC)CCCC)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(Cl)c(CC(CC)CCCC)s6)c6sc(-c7ccc(-c8c(F)c(F)c(-c9ccc(/C=C(\C#N)C(=O)OCC(CC)CCCC)s9)c9nn(CC(CCCCCC)CCCCCCCC)nc89)s7)cc6c(-c6cc(Cl)c(CC(CC)CCCC)s6)c5s4)s3)c2n1,5.46,-3.47,605.0,IDIC-4F,5.66,-4.14,803.0,0.943,18.3,70.2,12.1,2.0,1.99,1.5200000000000005,0.2000000000000001,0.6699999999999995,✅ OK
BDT(TVT-SR)2,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(/C=C(\C#N)C(=O)OCC(CC)CCCC)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(/C=C/c7ccc(SCC(CC)CCCC)s7)s6)c6sc(-c7ccc(-c8c(F)c(F)c(-c9ccc(/C=C(\C#N)C(=O)OCC(CC)CCCC)s9)c9nn(CC(CCCCCC)CCCCCCCC)nc89)s7)cc6c(-c6ccc(/C=C/c7ccc(SCC(CC)CCCC)s7)s6)c5s4)s3)c2n1,5.33,-3.18,603.0,IDIC,5.65,-3.97,710.0,0.98,15.92,71.15,11.1,2.0,2.15,1.6800000000000002,0.3200000000000003,0.79,✅ OK
SM-BT-2OR,CCCCCCCCOc1cc(-c2ccc(-c3ccc(/C=C(\C#N)C(=O)OCC(CC)CCCC)s3)c3nsnc23)sc1-c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc(-c5ccc(-c6ccc(/C=C(\C#N)C(=O)OCC(CC)CCCC)s6)c6nsnc56)cc4OCCCCCCCC)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,5.34,-2.12,584.0,IDIC,5.65,-3.97,710.0,0.939,13.57,56.5,7.2,2.0,3.22,1.6800000000000002,0.3100000000000005,1.85,✅ OK
SM-BT-2F,CCCCCCCCOc1cc(-c2c(F)c(F)c(-c3ccc(/C=C(\C#N)C(=O)OCC(CC)CCCC)s3)c3nsnc23)sc1-c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc(-c5c(F)c(F)c(-c6ccc(/C=C(\C#N)C(=O)OCC(CC)CCCC)s6)c6nsnc56)cc4OCCCCCCCC)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,5.36,-2.26,606.0,IDIC,5.65,-3.97,710.0,0.987,5.36,30.2,1.6,2.0,3.1000000000000005,1.6800000000000002,0.29,1.7100000000000004,✅ OK
BDT3TR,CCCCCCCCc1cc(/C=C2/SC(=O)N(CC)C2=O)sc1-c1cc(CCCCCCCC)c(-c2sc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(-c6cc7c(-c8ccc(CC(CC)CCCC)s8)c8sc(-c9cc%10c(-c%11ccc(CC(CC)CCCC)s%11)c%11sc(-c%12cc(CCCCCCCC)c(-c%13sc(-c%14sc(/C=C%15/SC(=O)N(CC)C%15=O)cc%14CCCCCCCC)cc%13CCCCCCCC)s%12)cc%11c(-c%11ccc(CC(CC)CCCC)s%11)c%10s9)cc8c(-c8ccc(CC(CC)CCCC)s8)c7s6)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)cc2CCCCCCCC)s1,5.1,-3.28,572.0,O-IDTBR,5.51,-3.88,731.0,1.06,12.1,55.0,7.09,1.0,1.82,1.63,0.4100000000000001,0.6000000000000001,✅ OK
DRC4TB,CCCCCCCCc1cc(-c2cc3c(-c4cccs4)c4sc(-c5cc(CCCCCCCC)c(-c6cc(OC(CC)CCCC)c(-c7ccc(/C=C8/SC(=S)N(CCCC)C8=O)s7)cc6OC(CC)CCCC)s5)cc4c(-c4cccs4)c3s2)sc1-c1cc(OC(CC)CCCC)c(-c2ccc(/C=C3/SC(=S)N(CCCC)C3=O)s2)cc1OC(CC)CCCC,5.25,-3.21,606.0,Hf-PCIC,5.41,-3.84,780.0,0.9,15.21,65.5,8.68,1.5,2.04,1.5700000000000005,0.1600000000000001,0.6299999999999999,✅ OK
SM,CCCCCCCCc1cc(/C=C(\C#N)C(=O)OCC)sc1-c1ccc(-c2sc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(-c6cc(CCCCCCCC)c(-c7ccc(-c8sc(/C=C(\C#N)C(=O)OCC)cc8CCCCCCCC)s7)s6)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)cc2CCCCCCCC)s1,5.25,-3.33,616.0,IDIC,5.65,-3.97,710.0,0.911,15.51,67.85,9.39,2.0,1.92,1.6800000000000002,0.4000000000000003,0.6400000000000001,✅ OK
SM-Cl,CCCCCCCCc1cc(/C=C(\C#N)C(=O)OCC)sc1-c1ccc(-c2sc(-c3cc4c(-c5sc(CC(CC)CCCC)cc5Cl)c5sc(-c6cc(CCCCCCCC)c(-c7ccc(-c8sc(/C=C(\C#N)C(=O)OCC)cc8CCCCCCCC)s7)s6)cc5c(-c5sc(CC(CC)CCCC)cc5Cl)c4s3)cc2CCCCCCCC)s1,5.42,-3.34,601.0,IDIC,5.65,-3.97,710.0,0.972,12.61,63.08,7.73,2.0,2.08,1.6800000000000002,0.2300000000000004,0.6300000000000003,✅ OK
DFDT(DDP)2,CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(-c6ccc(C7=C8C(=O)N(CC(CC)CCCC)C(c9cccs9)=C8C(=O)N7CC(CC)CCCC)s6)s5)s4)s3)N(CC(CC)CCCC)C(=O)C2=C1c1cccs1,5.39,-3.51,616.0,IDIC,5.65,-3.97,710.0,0.99,14.79,47.9,7.01,1.0,1.88,1.6800000000000002,0.2600000000000007,0.4600000000000004,✅ OK
DFDT(DDP)2,CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(-c6ccc(C7=C8C(=O)N(CC(CC)CCCC)C(c9cccs9)=C8C(=O)N7CC(CC)CCCC)s6)s5)s4)s3)N(CC(CC)CCCC)C(=O)C2=C1c1cccs1,5.39,-3.51,616.0,IDIC-4F,5.66,-4.14,803.0,0.86,16.83,65.2,9.43,1.0,1.88,1.5200000000000005,0.2700000000000004,0.6299999999999999,✅ OK
D5T2F-P,CCCCCCCCc1cc(/C=c2\sc(=C(C#N)C#N)n(CC)c2=O)sc1-c1cc(CCCCCCCC)c(-c2sc(-c3sc(-c4sc(/C=c5\sc(=C(C#N)C#N)n(CC)c5=O)cc4CCCCCCCC)cc3CCCCCCCC)c(F)c2F)s1,5.34,-3.59,708.0,IDIC-4F,5.66,-4.14,803.0,0.86,16.85,63.0,9.36,1.5,1.75,1.5200000000000005,0.3200000000000003,0.5499999999999998,✅ OK
D5T2F-S,CCCCCCCCc1cc(/C=c2\sc(=C(C#N)C#N)n(CC)c2=O)sc1-c1sc(-c2ccc(-c3sc(-c4sc(/C=c5\sc(=C(C#N)C#N)n(CC)c5=O)cc4CCCCCCCC)c(F)c3CCCCCCCC)s2)c(CCCCCCCC)c1F,5.29,-3.45,600.0,IDIC-4F,5.66,-4.14,803.0,0.72,15.38,56.0,6.43,1.5,1.84,1.5200000000000005,0.3700000000000001,0.6899999999999995,✅ OK
D5T2F-T,CCCCCCCCc1cc(-c2sc(/C=c3\sc(=C(C#N)C#N)n(CC)c3=O)c(F)c2CCCCCCCC)sc1-c1ccc(-c2sc(-c3sc(/C=c4\sc(=C(C#N)C#N)n(CC)c4=O)c(F)c3CCCCCCCC)cc2CCCCCCCC)s1,5.24,-3.49,660.0,IDIC-4F,5.66,-4.14,803.0,0.84,10.73,54.1,5.29,1.5,1.75,1.5200000000000005,0.4199999999999999,0.6499999999999995,✅ OK
BDT-2T-DVC-Me,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5ccc(C(C)=C(C#N)C#N)s5)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(-c4ccc(-c5ccc(C(C)=C(C#N)C#N)s5)s4)sc23)s1,5.56,-3.35,600.0,IDIC,5.65,-3.97,710.0,1.06,4.75,29.31,1.56,1.0,2.2099999999999995,1.6800000000000002,0.0900000000000007,0.6200000000000001,✅ OK
BDT-2T-CNAB,CCCCOC(=O)/C(C#N)=C/c1ccc(-c2ccc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(-c6ccc(-c7ccc(/C=C(\C#N)C(=O)OCCCC)s7)s6)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)s2)s1,5.54,-3.31,600.0,IDIC,5.65,-3.97,710.0,1.04,10.1,58.84,6.17,1.0,2.23,1.6800000000000002,0.1100000000000003,0.6600000000000001,✅ OK
2FDC5T,CCCCCCCCc1cc(/C=c2\sc(=C(C#N)C#N)n(CC)c2=O)sc1-c1sc(-c2sc(-c3sc(-c4sc(/C=c5\sc(=C(C#N)C#N)n(CC)c5=O)cc4CCCCCCCC)c(CCCCCCCC)c3CCCCCCCC)c(F)c2F)c(CCCCCCCC)c1CCCCCCCC,5.18,-3.45,575.0,IDIC-4F,5.66,-4.14,803.0,0.92,17.53,54.87,9.02,1.0,1.7299999999999995,1.5200000000000005,0.4800000000000004,0.6899999999999995,✅ OK
DC5T,CCCCCCCCc1cc(/C=c2\sc(=C(C#N)C#N)n(CC)c2=O)sc1-c1sc(-c2ccc(-c3sc(-c4sc(/C=c5\sc(=C(C#N)C#N)n(CC)c5=O)cc4CCCCCCCC)c(CCCCCCCC)c3CCCCCCCC)s2)c(CCCCCCCC)c1CCCCCCCC,5.34,-3.57,590.0,IDIC-4F,5.66,-4.14,803.0,0.86,12.34,66.25,7.03,1.0,1.77,1.5200000000000005,0.3200000000000003,0.5699999999999998,✅ OK
CBTSeEHR,CCCCCCCCc1cc(/C=C2/SC(=S)N(CC(CC)CCCC)C2=O)sc1-c1ccc(-c2sc(-c3cc4c(-c5cc(Cl)c(CC(CC)CCCC)s5)c5sc(-c6cc(CCCCCCCC)c(-c7ccc(-c8sc(/C=C9/SC(=S)N(CC(CC)CCCC)C9=O)cc8CCCCCCCC)[se]7)s6)cc5c(-c5cc(Cl)c(CC(CC)CCCC)s5)c4s3)cc2CCCCCCCC)[se]1,5.45,-3.61,630.0,FO-2Cl,5.41,-3.83,765.0,0.871,15.28,69.8,9.3,0.8333,1.8400000000000003,1.58,0.04,0.2200000000000002,✅ OK
C-F,CCCCCCCCc1cc(-c2cc3c(-c4ccc(CC(CC)CCCC)cc4)c4sc(-c5cc(CCCCCCCC)c(-c6cc(CCCCCC)c(/C=C7/SC(=S)N(CCCCCC)C7=O)s6)s5)cc4c(-c4ccc(CC(CC)CCCC)cc4)c3s2)sc1-c1cc(CCCCCC)c(/C=C2/SC(=S)N(CCCCCC)C2=O)s1,5.29,-3.53,559.0,N3,5.64,-4.08,751.0,0.79,20.51,47.52,7.76,1.6,1.7600000000000002,1.5599999999999996,0.3499999999999996,0.5500000000000003,✅ OK
BBTSM-2,CCCCCCCCC(CCCCCC)Cc1ccc(-c2c3nc(-c4cc(CCCCCC)c(-c5ccc(-c6sc(/C=C(/C#N)C(=O)OCC(CC)CCCC)cc6CCCCCC)s5)s4)sc3c(-c3ccc(CC(CCCCCC)CCCCCCCC)s3)c3nc(-c4cc(CCCCCC)c(-c5ccc(-c6sc(/C=C(/C#N)C(=O)OCC(CC)CCCC)cc6CCCCCC)s5)s4)sc23)s1,5.5,-3.47,611.0,Y6,5.7,-4.08,833.0,0.78,16.7,43.7,5.7,1.2,2.03,1.62,0.2000000000000001,0.6099999999999999,✅ OK
3DTBDT-Cl,CCCCCCCCC(CCCCCC)Cc1ccc(-c2c3sc4cc(-c5cc6sc7c(-c8cc(Cl)c(CC(CCCCCC)CCCCCCCC)s8)c8c(sc9cc(-c%10cc%11sc%12c(-c%13ccc(CC(CCCCCC)CCCCCCCC)s%13)c%13c(sc%14cc(/C=C%15/SC(=S)N(CCCCCC)C%15=O)sc%14%13)c(-c%13ccc(CC(CCCCCC)CCCCCCCC)s%13)c%12c%11s%10)sc98)c(-c8cc(Cl)c(CC(CCCCCC)CCCCCCCC)s8)c7c6s5)sc4c3c(-c3ccc(CC(CCCCCC)CCCCCCCC)s3)c3sc4cc(/C=C5/SC(=S)N(CCCCCC)C5=O)sc4c23)s1,5.48,-3.55,596.0,L8-BO,5.69,-3.91,800.0,0.92,18.8,62.62,10.83,1.0,1.9300000000000008,1.7800000000000002,0.2099999999999999,0.3600000000000003,✅ OK
ZW2,CCCCCCCCc1nc(-c2cc3c(-c4cc(F)c(CC(CC)CCCC)s4)c4sc(-c5nc(CCCCCCCC)c(-c6sc(-c7ccc(/C=C8/SC(=S)N(CC(CC)CCCC)C8=O)s7)cc6CCCCCC)s5)nc4c(-c4cc(F)c(CC(CC)CCCC)s4)c3s2)sc1-c1nc(CCCCCC)c(-c2ccc(/C=C3/SC(=S)N(CC(CC)CCCC)C3=O)s2)s1,5.59,-3.56,550.0,6TIC,5.39,-4.02,790.0,0.813,14.32,45.7,5.32,1.0,2.03,1.37,0.2000000000000001,0.4599999999999995,✅ OK
DRTB-O,CCCCC(CC)COc1c2cc(-c3cc4c(OCC(CC)CCCC)c5sc(-c6cc7c(OCC(CC)CCCC)c8sc(/C=C9/SC(=O)N(CC)C9=O)cc8c(OCC(CC)CCCC)c7s6)cc5c(OCC(CC)CCCC)c4s3)sc2c(OCC(CC)CCCC)c2cc(/C=C3/SC(=O)N(CC)C3=O)sc12,5.5,-3.56,572.0,IDIC,5.65,-3.97,710.0,0.99,0.57,27.0,0.15,1.0,1.94,1.6800000000000002,0.1500000000000003,0.4100000000000001,✅ OK
BSFTR,CCCCCCc1cc(-c2cc3c(-c4cc(F)c(SC(CC)CCCC)s4)c4sc(-c5cc(CCCCCC)c(-c6cc(CCCCCC)c(-c7ccc(/C=C8/SC(=S)N(C(CC)CCCC)C8=O)s7)s6)s5)cc4c(-c4cc(F)c(SC(CC)CCCC)s4)c3s2)sc1-c1cc(CCCCCC)c(-c2ccc(/C=C3/SC(=S)N(C(CC)CCCC)C3=O)s2)s1,5.59,-3.61,568.0,IDIC,5.65,-3.97,710.0,0.98,9.3,70.88,6.43,1.25,1.98,1.6800000000000002,0.0600000000000005,0.3600000000000003,✅ OK
SM-BT-2F,CCCCCCCCOc1cc(-c2c(F)c(F)c(-c3ccc(/C=C(\C#N)C(=O)OCC(CC)CCCC)s3)c3nsnc23)sc1-c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(-c4sc(-c5c(F)c(F)c(-c6ccc(/C=C(\C#N)C(=O)OCC(CC)CCCC)s6)c6nsnc56)cc4OCCCCCCCC)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,5.36,-3.26,606.0,IDIC,5.65,-3.97,710.0,0.98,6.74,41.7,2.76,2.0,2.1000000000000005,1.6800000000000002,0.29,0.7100000000000004,✅ OK
SBDT-BDD,CCCCC(CC)Sc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(/C=C7/SC(=S)N(CC)C7=O)s6)c6c5C(=O)c5c(C(CC)CCCC)sc(C(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(SC(CC)CCCC)s3)c3cc(-c4ccc(-c5sc(-c6ccc(/C=C7/SC(=S)N(CC)C7=O)s6)c6c5C(=O)c5c(C(CC)CCCC)sc(C(CC)CCCC)c5C6=O)s4)sc23)s1,5.25,-3.55,521.0,IDIC,5.65,-3.97,710.0,0.98,15.15,62.4,9.2,1.0,1.7000000000000002,1.6800000000000002,0.4000000000000003,0.4200000000000004,✅ OK
BTR-Cl,CCCCCCc1cc(-c2cc3c(-c4cc(Cl)c(CC(CC)CCCC)s4)c4sc(-c5cc(CCCCCC)c(-c6cc(CCCCCC)c(-c7ccc(/C=C8\SC(=S)N(CCCCCC)C8=O)s7)s6)s5)cc4c(-c4cc(Cl)c(CC(CC)CCCC)s4)c3s2)sc1-c1cc(CCCCCC)c(-c2ccc(/C=C3\SC(=S)N(CCCCCC)C3=O)s2)s1,5.3,-2.79,580.0,L8-Bo,5.69,-3.91,800.0,0.86,22.91,73.0,15.0,1.4,2.51,1.7800000000000002,0.3900000000000005,1.12,✅ OK
TB,CCCCCCc1cc(-c2cc3c(-c4cc(Cl)c(CC(CC)CCCC)s4)c4sc(-c5cc(CCCCCC)c(-c6cc(CCCCCC)c(-c7ccc(/C=C8\SC(=S)N(CCCCCC)C8=O)s7)s6)s5)cc4c(-c4ccc(SC(CC)CCCC)cc4)c3s2)sc1-c1cc(CCCCCC)c(-c2ccc(/C=C3\SC(=S)N(CCCCCC)C3=O)s2)s1,5.28,-2.76,580.0,L8-Bo,5.69,-3.91,800.0,0.86,24.67,74.2,15.8,1.4,2.5200000000000005,1.7800000000000002,0.4100000000000001,1.1500000000000004,✅ OK
TB-F,CCCCCCc1cc(-c2cc3c(-c4cc(Cl)c(CC(CC)CCCC)s4)c4sc(-c5cc(CCCCCC)c(-c6cc(CCCCCC)c(-c7ccc(/C=C8\SC(=S)N(CCCCCC)C8=O)s7)s6)s5)cc4c(-c4ccc(SC(CC)CCCC)c(F)c4)c3s2)sc1-c1cc(CCCCCC)c(-c2ccc(/C=C3\SC(=S)N(CCCCCC)C3=O)s2)s1,5.31,-2.8,580.0,L8-Bo,5.69,-3.91,800.0,0.87,25.41,76.7,17.0,0.7,2.51,1.7800000000000002,0.3800000000000008,1.1100000000000003,✅ OK
H21,CCCCCCCCc1cc(/C=C2/SC(=O)N(CC)C2=O)sc1-c1ccc(-c2sc(-c3cc4c(-c5ccc([Si](CCC)(CCC)CCC)s5)c5sc(-c6cc(CCCCCCCC)c(-c7ccc(-c8sc(/C=C9/SC(=O)N(CC)C9=O)cc8CCCCCCCC)s7)s6)cc5c(-c5ccc([Si](CCC)(CCC)CCC)s5)c4s3)cc2CCCCCCCC)s1,5.38,-3.63,685.0,IDIC,5.65,-3.97,710.0,0.895,13.0,65.58,7.62,1.5,1.75,1.6800000000000002,0.2700000000000004,0.3400000000000003,✅ OK
H22,CCCCCCCCc1cc(/C=C(\C#N)C(=O)OCC(CC)CCCC)sc1-c1ccc(-c2sc(-c3cc4c(-c5ccc([Si](CCC)(CCC)CCC)s5)c5sc(-c6cc(CCCCCCCC)c(-c7ccc(-c8sc(/C=C(\C#N)C(=O)OCC(CC)CCCC)cc8CCCCCCCC)s7)s6)cc5c(-c5ccc([Si](CCC)(CCC)CCC)s5)c4s3)cc2CCCCCCCC)s1,5.39,-3.59,655.0,IDIC,5.65,-3.97,710.0,0.942,15.38,71.15,10.29,1.5,1.7999999999999998,1.6800000000000002,0.2600000000000007,0.3800000000000003,✅ OK
BDT-2DPP,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7cccs7)=C6C(=O)N5CC(CC)CCCC)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7cccs7)=C6C(=O)N5CC(CC)CCCC)s4)sc23)s1,5.23,-3.46,626.0,IEIC,5.42,-3.82,775.0,0.9,8.24,54.0,4.0,1.0,1.7700000000000005,1.6,0.1899999999999995,0.3599999999999999,✅ OK
BDTS-2DPP,CCCCCCCCSc1ccc(-c2c3cc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7cccs7)=C6C(=O)N5CC(CC)CCCC)s4)sc3c(-c3ccc(SCCCCCCCC)s3)c3cc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7cccs7)=C6C(=O)N5CC(CC)CCCC)s4)sc23)s1,5.28,-3.49,624.0,IEIC,5.42,-3.82,775.0,0.93,9.8,58.0,5.29,1.0,1.79,1.6,0.1399999999999996,0.3299999999999996,✅ OK
SM1,CCCCCCCCc1cc(/C=C(\C#N)C(=O)OC(CC)CCCC)sc1-c1ccc(-c2sc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(-c6cc(CCCCCCCC)c(-c7ccc(-c8sc(/C=C(\C#N)C(=O)OC(CC)CCCC)cc8CCCCCCCC)s7)s6)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)cc2CCCCCCCC)s1,5.24,-2.82,566.0,IDIC,5.65,-3.97,710.0,0.905,15.18,73.55,10.11,2.0,2.4200000000000004,1.6800000000000002,0.4100000000000001,1.1500000000000004,✅ OK
SM2,CCCCCCCCc1cc(/C=C(\C#N)C(=O)OCC)sc1-c1ccc(-c2sc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(-c6cc(CCCCCCCC)c(-c7ccc(-c8sc(/C=C(\C#N)C(=O)OCC)cc8CCCCCCCC)s7)s6)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)cc2CCCCCCCC)s1,5.04,-2.7,521.0,IDIC,5.65,-3.97,710.0,0.768,10.77,64.4,5.32,2.0,2.34,1.6800000000000002,0.6100000000000003,1.27,✅ OK
BTR-Cl,CCCCCCc1cc(-c2cc3c(-c4cc(Cl)c(CC(CC)CCCC)s4)c4sc(-c5cc(CCCCCC)c(-c6cc(CCCCCC)c(-c7ccc(/C=C8\SC(=S)N(CCCCCC)C8=O)s7)s6)s5)cc4c(-c4cc(Cl)c(CC(CC)CCCC)s4)c3s2)sc1-c1cc(CCCCCC)c(-c2ccc(/C=C3\SC(=S)N(CCCCCC)C3=O)s2)s1,5.26,-3.51,573.0,L8-BO,5.69,-3.91,800.0,0.86,22.44,70.3,13.6,1.2,1.75,1.7800000000000002,0.4300000000000006,0.4000000000000003,✅ OK
BTR-YF,CCCCCCCCC(CCCCCC)Cc1sc(-c2c3cc(-c4cc(CCCCCC)c(-c5cc(CCCCCC)c(-c6ccc(/C=C7\SC(=S)N(CCCCCC)C7=O)s6)s5)s4)sc3c(-c3ccc(F)cc3)c3cc(-c4cc(CCCCCC)c(-c5cc(CCCCCC)c(-c6ccc(/C=C7\SC(=S)N(CCCCCC)C7=O)s6)s5)s4)sc23)cc1Cl,5.34,-3.52,568.0,L8-BO,5.69,-3.91,800.0,0.87,24.35,71.4,15.1,0.6,1.82,1.7800000000000002,0.3500000000000005,0.3900000000000001,✅ OK
